"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PI","Impinj, Inc.","31.64","700138905.76","n/a","2016","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pi",
"IR","Ingersoll-Rand plc (Ireland)","141.81","33795704131.71","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ir",
"INSG","Inseego Corp.","7.35","590658068.7","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/insg",
"IIIN","Insteel Industries, Inc.","22.05","424698986.25","n/a","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/iiin",
"INTT","inTest Corporation","5.72","60030032.92","n/a","1997","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/intt",
"IIN","IntriCon Corporation","17.05","149681319.15","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/iin",
"IRDM","Iridium Communications Inc","28.11","3685063696.44","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/irdm",
"ITI","Iteris, Inc.","5.55","225458876.55","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/iti",
"ITRI","Itron, Inc.","82.1","3248563669.6","n/a","1993","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/itri",
"ITT","ITT Inc.","68.84","6037268000","n/a","2011","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/itt",
"JHX","James Hardie Industries plc.","21.12","9349818234.24","n/a","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/jhx",
"KALU","Kaiser Aluminum Corporation","104.02","1651693948.38","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/kalu",
"KNDI","Kandi Technologies Group, Inc.","4.04","213390541.64","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/kndi",
"KBH","KB Home","38.11","3705707138.63","n/a","1986","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/kbh",
"KIQ","Kelso Technologies Inc","0.7482","35292658.3452","n/a","n/a","Capital Goods","Railroads","https://old.nasdaq.com/symbol/kiq",
"KEM","Kemet Corporation","26.31","1533029896.05","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/kem",
"KMT","Kennametal Inc.","29.69","2461243817.06","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kmt",
"KEQU","Kewaunee Scientific Corporation","12.1","33276730.3","n/a","n/a","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/kequ",
"KEYS","Keysight Technologies Inc.","94.5","17777816374.5","n/a","2014","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/keys",
"KLAC","KLA Corporation ","165.1","25883089889.8","n/a","1980","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/klac",
"KRNT","Kornit Digital Ltd.","43.23","1760431902.57","n/a","2015","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/krnt",
"KTOS","Kratos Defense & Security Solutions, Inc.","19.38","2059505022.42","n/a","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/ktos",
"SCX","L.S. Starrett Company (The)","5.17","35987599.67","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/scx",
"LHX","L3Harris Technologies, Inc.","229.86","50813920219.14","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lhx",
"LCII","LCI Industries ","110.59","2767792883.85","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lcii",
"LEA","Lear Corporation","121.72","7360673627.88","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lea",
"LII","Lennox International, Inc.","235.39","9084711335.44","n/a","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lii",
"LPL","LG Display Co., Ltd.","6.79","4859137206","n/a","2004","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lpl",
"LGIH","LGI Homes, Inc.","88.58","2032907102.48","n/a","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/lgih",
"LGL","LGL Group, Inc. (The)","14.2","69774227.6","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lgl",
"LBY","Libbey, Inc.","1.35","30180595.95","n/a","1993","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lby",
"LCUT","Lifetime Brands, Inc.","6.86","145821599.98","n/a","1991","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lcut",
"LNN","Lindsay Corporation","104.87","1133997377.81","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lnn",
"LMT","Lockheed Martin Corporation","439.17","123877304643.06","n/a","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/lmt",
"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","7.01","835592000","n/a","2017","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/loma",
"LITE","Lumentum Holdings Inc.","87.3","6521310000","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/lite",
"LDL","Lydall, Inc.","21.16","370782384.52","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ldl",
"MDC","M.D.C. Holdings, Inc.","44.7","2797100756.7","n/a","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mdc",
"MHO","M/I Homes, Inc.","42.72","1202265371.52","n/a","1993","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mho",
"MAGS","Magal Security Systems Ltd.","3.94","91226700.9","n/a","1993","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/mags",
"MGA","Magna International, Inc.","50.84","15417256436.8","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mga",
"MBUU","Malibu Boats, Inc.","47.56","979005193.04","n/a","2014","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mbuu",
"MTW","Manitowoc Company, Inc. (The)","14.06","497365990.22","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mtw",
"MPX","Marine Products Corporation","14.25","483937125","n/a","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mpx",
"MCFT","MasterCraft Boat Holdings, Inc.","18.76","354041834.16","n/a","2015","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mcft",
"MTRN","Materion Corporation","56.33","1149299638.08","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mtrn",
"MATW","Matthews International Corporation","34.92","1092650117.4","n/a","1994","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/matw",
"MEC","Mayville Engineering Company, Inc.","7.53","148644428.88","n/a","2019","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mec",
"MRCY","Mercury Systems Inc","81.98","4557162199.86","n/a","1998","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mrcy",
"MTH","Meritage Corporation","72.71","2784728360.81","n/a","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","24.48","1809317412","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mtor",
"MLAB","Mesa Laboratories, Inc.","268.21","1170753010.81","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mlab",
"MEI","Methode Electronics, Inc.","33.3","1235146517.1","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mei",
"MTD","Mettler-Toledo International, Inc.","787.15","19170409317.15","n/a","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/mtd",
"MVIS","Microvision, Inc.","0.609","75681324.012","n/a","1996","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mvis",
"MICT","MICT, Inc.","1.069","11769189.708","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mict",
"MLR","Miller Industries, Inc.","34.11","388857479.22","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mlr",
"MSON","MISONIX, Inc.","17.34","301027775.4","n/a","1992","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/mson",
"MKSI","MKS Instruments, Inc.","110.31","6013037260.05","n/a","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mksi",
"MINI","Mobile Mini, Inc.","42.41","1872494377.9","n/a","1994","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mini",
"MOD","Modine Manufacturing Company","8.07","410018308.47","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mod",
"MPAA","Motorcar Parts of America, Inc.","21.29","403624974.7","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mpaa",
"MRC","MRC Global Inc.","10.92","897491136.36","n/a","2012","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mrc",
"MSM","MSC Industrial Direct Company, Inc.","70.26","3891865316.58","n/a","1995","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/msm",
"MTSC","MTS Systems Corporation","43.64","837256092.8","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mtsc",
"MLI","Mueller Industries, Inc.","32.74","1864611197.42","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mli",
"MWA","Mueller Water Products Inc","12.01","1898010714.63","n/a","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/mwa",
"NSSC","NAPCO Security Technologies, Inc.","22.54","416601951.36","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/nssc",
"NPK","National Presto Industries, Inc.","89.76","628563339.36","n/a","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/npk",
"SID","National Steel Company","2.91","4016133331.77","n/a","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/sid",
"NAV","Navistar International Corporation","37.05","3677386820.25","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","23","0","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nav^d",
"NEON","Neonode Inc.","2.56","22556554.24","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/neon",
"NWHM","New Home Company Inc. (The)","5.49","110332359.81","n/a","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/nwhm",
"NIO","NIO Inc.","3.81","4073393106.69","n/a","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/nio",
"NIU","Niu Technologies","9.79","251677071.14","25707566","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/niu",
"NNBR","NN, Inc.","8.68","367293227.84","n/a","1994","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/nnbr",
"NDSN","Nordson Corporation","175.2","10116139279.2","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ndsn",
"NSYS","Nortech Systems Incorporated","4.68","12436229.52","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/nsys",
"NTIC","Northern Technologies International Corporation","14.28","129908530.08","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/ntic",
"NOC","Northrop Grumman Corporation","361.42","60587411524.6","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/noc",
"NVMI","Nova Measuring Instruments Ltd.","40.14","1120808869.02","n/a","2000","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/nvmi",
"NVR","NVR, Inc.","3921.63","14246387658.36","n/a","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/nvr",
"OFLX","Omega Flex, Inc.","100.01","1009533143.22","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/oflx",
"ONTO","Onto Innovation Inc.","38.45","1924885399.55","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/onto",
"OSK","Oshkosh Corporation","87.23","5958661411.56","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/osk",
"OC","Owens Corning Inc","61.55","6695868470.75","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/oc",
"PCAR","PACCAR Inc.","75.41","26114483000","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/pcar",
"PACB","Pacific Biosciences of California, Inc.","4.525","692477637.3","n/a","2010","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/pacb",
"PKE","Park Aerospace Corp.","15.9","326244913.2","n/a","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/pke",
"PH","Parker-Hannifin Corporation","207.82","26676418818.54","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/ph",
"PKOH","Park-Ohio Holdings Corp.","30.29","378416059.58","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/pkoh",
"PRCP","Perceptron, Inc.","6.03","58445039.34","n/a","1992","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/prcp",
"PKI","PerkinElmer, Inc.","93.07","10340152479.77","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/pki",
"PPIH","Perma-Pipe International Holdings, Inc.","8.81","70848310.86","n/a","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/ppih",
"PGTI","PGT Innovations, Inc.","16.08","939148122.72","n/a","2006","Capital Goods","Building Products","https://old.nasdaq.com/symbol/pgti",
"PII","Polaris Inc.","90.38","5528813118.98","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/pii",
"PWFL","PowerFleet, Inc.","7.5","214790452.5","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/pwfl",
"PRPO","Precipio, Inc.","1.83","14673154.11","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/prpo",
"PRLB","Proto Labs, Inc.","95.28","2549639062.08","n/a","2012","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/prlb",
"PHM","PulteGroup, Inc.","46.1","12445849758.9","n/a","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/phm",
"NX","Quanex Building Products Corporation","18.31","605755918.78","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/nx",
"PWR","Quanta Services, Inc.","38.89","5535204560.85","n/a","n/a","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/pwr",
"QTRX","Quanterix Corporation","27.68","775448667.52","n/a","2017","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/qtrx",
"RAVN","Raven Industries, Inc.","30.77","1100349877.29","n/a","n/a","Capital Goods","Specialty Chemicals","https://old.nasdaq.com/symbol/ravn",
"RTN","Raytheon Company","230.61","64220042190","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rtn",
"ROLL","RBC Bearings Incorporated","179.97","4506393189.27","n/a","2005","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/roll",
"REKR","Rekor Systems, Inc.","4.43","93176212.15","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/rekr",
"REZI","Resideo Technologies, Inc.","10.13","1244147940.54","n/a","2018","Capital Goods","Wholesale Distributors","https://old.nasdaq.com/symbol/rezi",
"RETO","ReTo Eco-Solutions, Inc.","1.01","22987600","n/a","2017","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/reto",
"REVG","REV Group, Inc.","10.12","633579672.44","n/a","2017","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/revg",
"RFIL","RF Industries, Ltd.","6.11","58745309.87","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/rfil",
"ROK","Rockwell Automation, Inc.","202.72","23552749528","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rok",
"ROP","Roper Technologies, Inc.","385.44","40108091622.72","n/a","1992","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rop",
"SMIT","Schmitt Industries, Inc.","2.99","12428329.68","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/smit",
"ST","Sensata Technologies Holding plc","47.52","7548722881.92","n/a","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/st",
"SENS","Senseonics Holdings, Inc.","0.9157","186359030.7189","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sens",
"SVT","Servotronics, Inc.","10.385","25848285.77","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/svt",
"SHLO","Shiloh Industries, Inc.","3.42","82810077.66","n/a","1993","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/shlo",
"SIF","SIFCO Industries, Inc.","4.75","27423260.5","n/a","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/sif",
"SSD","Simpson Manufacturing Company, Inc.","86.57","3837407262.26","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ssd",
"SNA","Snap-On Incorporated","155.74","8541770393.26","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sna",
"SORL","SORL Auto Parts, Inc.","4.54","87644341.34","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/sorl",
"SPAR","Spartan Motors, Inc.","18.33","636566457.93","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/spar",
"SPR","Spirit Aerosystems Holdings, Inc.","69.29","7172724179.79","n/a","2006","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/spr",
"SMP","Standard Motor Products, Inc.","50.86","1142135911.62","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/smp",
"SWK","Stanley Black & Decker, Inc.","163.05","24785524642.2","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swk",
"SWP","Stanley Black & Decker, Inc.","105.69","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swp",
"SWT","Stanley Black & Decker, Inc.","106.89","0","n/a","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swt",
"SPLP","Steel Partners Holdings LP","11.5","287765972","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/splp",
"SRI","Stoneridge, Inc.","28.6","783726686.6","n/a","1997","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/sri",
"STRT","Strattec Security Corporation","24.64","94129530.88","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/strt",
"RGR","Sturm, Ruger & Company, Inc.","51.66","903292147.8","n/a","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/rgr",
"RUN","Sunrun Inc.","18.95","2237191842.15","n/a","2015","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/run",
"SUP","Superior Industries International, Inc.","3.01","75635755.58","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/sup",
"SYPR","Sypris Solutions, Inc.","1","21308426","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sypr",
"SYX","Systemax Inc.","23.65","887612312.4","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/syx",
"TATT","TAT Technologies Ltd.","5.12","46843745.28","n/a","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/tatt",
"TTM","Tata Motors Ltd","11.91","8569184187.54","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/ttm",
"TAYD","Taylor Devices, Inc.","12.25","42620138.75","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tayd",
"TMHC","Taylor Morrison Home Corporation","26.2","3529417772.4","n/a","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tmhc",
